City_ID,City,Country,Longitude,Latitude,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Comodoro Rivadavia,AR,-67.5,-45.8667,48.06,46,0,5.75,clear sky
346,Ust-Tsilma,RU,52.1498,65.441,36.21,78,100,4.36,overcast clouds
347,Awjilah,LY,21.2869,29.1081,67.69,58,0,8.99,clear sky
348,Māngrol,IN,70.1167,21.1167,80.19,85,100,4.29,overcast clouds
349,Vanimo,PG,141.3028,-2.6741,82.67,79,100,0.89,overcast clouds
350,Dukat,RU,155.55,62.55,33.57,74,1,3.38,clear sky
351,Laas,IT,10.7002,46.6166,56.28,95,84,5.03,broken clouds
352,Santa Rosa,PH,121.1114,14.3122,86.11,80,99,6.31,overcast clouds
353,Schüttorf,DE,7.2333,52.3167,63.79,91,100,1.01,overcast clouds
354,Avera,US,-82.5271,33.194,72.72,58,99,2.93,overcast clouds
355,Ahipara,NZ,173.1667,-35.1667,64.33,69,100,16.71,light rain
356,San Andrés,CO,-81.7006,12.5847,84.22,74,75,8.05,broken clouds
357,Nālūt,LY,10.85,30.3333,71.56,37,0,9.51,clear sky
358,Aban,RU,96.06,56.67,38.57,80,100,7.7,overcast clouds
359,Finnsnes,NO,17.9811,69.2296,57.81,90,100,5.17,overcast clouds
360,Predivinsk,RU,93.4378,57.0669,36.54,96,100,9.35,light rain
361,High Level,CA,-117.136,58.5169,50.11,66,20,4.61,few clouds
362,Roald,NO,6.1333,62.5833,54.34,71,20,12.66,few clouds
363,Verkhnevilyuysk,RU,120.3167,63.4453,37.24,56,41,1.41,scattered clouds
364,Kadi,IN,72.3333,23.3,78.66,77,17,4.83,few clouds
365,Maragogi,BR,-35.2225,-9.0122,75.74,88,18,9.51,few clouds
366,Curanilahue,CL,-73.35,-37.4667,39.49,86,3,5.59,clear sky
367,Alofi,NU,-169.9187,-19.0595,76.89,88,100,18.41,light rain
368,Port Hedland,AU,118.5667,-20.3167,84.25,16,4,14.97,clear sky
369,Omboué,GA,9.2618,-1.5746,76.05,88,100,7.72,light rain
370,Stann Creek Town,BZ,-88.2321,16.9692,84.16,78,94,7.87,overcast clouds
371,Itarema,BR,-39.9167,-2.9248,78.53,82,3,15.9,clear sky
372,Esil,KZ,66.4042,51.9556,42.46,85,99,6.11,overcast clouds
373,Mehamn,NO,27.8492,71.0357,53.51,83,78,18.05,broken clouds
374,Rawson,AR,-65.1023,-43.3002,45.01,47,4,10.07,clear sky
375,Kumul,CN,93.45,42.8,51.21,34,100,9.8,overcast clouds
376,Wanning,CN,110.3967,18.8003,83.52,74,39,4.38,scattered clouds
377,Sittwe,MM,92.9,20.15,80.98,85,100,4.54,overcast clouds
378,Porbandar,IN,69.6093,21.6422,80.76,81,77,2.53,broken clouds
379,Codrington,AU,141.9667,-38.2667,61.9,84,100,12.77,light rain
380,Finschhafen,PG,147.8681,-6.6024,82.78,75,91,2.04,overcast clouds
381,Thurso,GB,-3.5259,58.5927,50.25,94,100,10.87,light rain
382,Healesville,AU,145.5167,-37.65,73.9,61,86,7.11,overcast clouds
383,Port Hardy,CA,-127.4199,50.6996,51.98,93,75,5.75,broken clouds
384,Duvergé,DO,-71.5247,18.3784,77.34,83,97,1.1,overcast clouds
385,Sumbal,IN,74.6333,34.2333,60.57,77,0,0.96,clear sky
386,Bratsk,RU,101.6142,56.1325,34.29,68,100,2.53,overcast clouds
387,Matara,LK,80.5353,5.9485,79.68,81,90,6.93,overcast clouds
388,Ulaangom,MN,92.0667,49.9811,39.43,43,97,7.63,overcast clouds
389,Samarai,PG,150.6667,-10.6167,82.98,73,12,8.19,few clouds
390,Ilulissat,GL,-51.1,69.2167,16.63,73,21,6.76,few clouds
391,Cherkasy,UA,32.0621,49.4285,46.96,60,2,7.81,clear sky
392,Colonelganj,IN,81.7,27.1333,79.11,81,4,3.51,clear sky
393,Narsaq,GL,-46.05,60.9167,38.73,63,0,2.35,clear sky
394,Katobu,ID,122.5276,-4.9408,87.44,49,44,2.95,scattered clouds
395,Lompoc,US,-120.4579,34.6391,78.94,85,1,10.36,clear sky
396,Sola,VU,167.55,-13.8833,78.96,81,100,14.9,overcast clouds
397,Wau,SS,27.9953,7.7029,69.84,97,100,5.79,overcast clouds
398,Kemijärvi,FI,27.4306,66.7131,41.79,94,95,7.09,overcast clouds
399,Kabompo,ZM,24.2008,-13.5927,65.86,86,99,5.39,overcast clouds
400,Sauda,NO,6.3542,59.6506,52.99,79,100,22.66,overcast clouds
401,Mezen',RU,44.24,65.8522,39.24,92,74,5.61,broken clouds
402,Aktau,KZ,51.2,43.65,41.58,39,2,13.87,clear sky
403,Nikki,BJ,3.2108,9.9401,71.71,89,33,4.41,scattered clouds
404,Filingué,NE,3.3168,14.3521,86.9,34,0,7.94,clear sky
405,Kashgar,CN,75.9797,39.4547,65.41,19,0,13.42,clear sky
406,Miraflores,MX,-98.8083,19.2167,66.87,89,94,3.56,overcast clouds
407,Hudson Bay,CA,-102.3842,52.85,53.02,38,88,0.45,overcast clouds
408,Atambua,ID,124.8925,-9.1061,87.01,49,7,3.11,clear sky
409,Rio Brilhante,BR,-54.5464,-21.8019,73.9,89,41,11.34,scattered clouds
410,Puerto Ayacucho,VE,-67.6236,5.6639,77.56,84,60,1.86,broken clouds
411,Fengrun,CN,118.1167,39.8333,65.75,89,100,2.55,overcast clouds
412,Eureka,US,-124.1637,40.8021,58.19,80,13,1.99,few clouds
413,Guarapari,BR,-40.4975,-20.6667,78.69,92,9,9.89,clear sky
414,Igunga,TZ,33.8833,-4.2833,70.66,41,89,3.2,overcast clouds
415,Saldanha,ZA,17.9442,-33.0117,44.65,67,74,12.62,broken clouds
416,Arteaga,MX,-102.4167,18.4667,64.49,97,72,2.3,broken clouds
417,Ugoofaaru,MV,73.0,5.6667,82.33,78,94,16.46,overcast clouds
418,Adeje,ES,-16.726,28.1227,76.98,59,0,2.3,clear sky
419,Doha,QA,51.5333,25.2867,84.18,77,0,4.61,clear sky
420,Muzaffarabad,PK,73.4711,34.37,69.73,81,21,3.74,few clouds
421,Kamenka,RU,42.7678,51.3223,49.17,68,100,5.61,overcast clouds
422,Banda Aceh,ID,95.3222,5.5577,81.88,77,91,3.42,overcast clouds
423,Mayskiy,RU,40.1025,47.6931,58.44,51,100,13.53,light rain
424,Satipo,PE,-74.6386,-11.2522,74.75,79,95,2.64,overcast clouds
425,Beringovskiy,RU,179.3167,63.05,36.09,98,100,6.67,overcast clouds
426,Atotonilquillo,MX,-103.1333,20.4,68.13,81,92,3.2,overcast clouds
427,Goderich,CA,-81.7165,43.7501,68.92,56,100,12.66,overcast clouds
428,Aras,ES,-2.356,42.5617,69.6,88,0,1.14,clear sky
429,Byron Bay,AU,153.6167,-28.65,84.06,40,15,2.93,few clouds
430,Winslow,US,-110.6974,35.0242,71.78,43,1,0.0,clear sky
431,Kuril'sk,RU,147.8833,45.2333,55.51,75,40,20.49,scattered clouds
432,Razdolinsk,RU,94.6658,58.4211,36.25,93,99,3.91,overcast clouds
433,Kieta,PG,155.6333,-6.2167,84.04,72,100,5.17,light rain
434,Clyde River,CA,-68.5914,70.4692,37.18,84,100,5.1,overcast clouds
435,Fortuna,US,-124.1573,40.5982,57.92,60,19,1.01,few clouds
436,Vao,NC,167.4833,-22.6667,72.3,92,97,14.45,overcast clouds
437,Pehowa,IN,76.5833,29.9833,80.64,69,42,1.66,scattered clouds
438,Boulder,US,-105.3505,40.0833,60.53,51,90,3.0,overcast clouds
439,Boca de Parita,PA,-80.45,8.0167,78.58,82,100,7.58,overcast clouds
440,Fairbanks,US,-147.7164,64.8378,35.6,95,90,4.61,mist
441,Namtsy,RU,129.6658,62.7161,32.11,65,10,1.14,clear sky
442,Vila,PT,-8.1588,42.0304,52.74,95,100,7.09,moderate rain
443,Puerto Madryn,AR,-65.0385,-42.7692,44.74,48,4,9.82,clear sky
444,Niquero,CU,-77.5828,20.0431,79.47,79,4,7.14,light rain
445,Raja,SS,25.678,8.4596,68.34,96,100,5.48,overcast clouds
446,Ft. Pierce,US,-80.3256,27.4467,82.45,68,40,7.0,scattered clouds
447,Morros,BR,-46.3003,-9.4467,81.43,49,82,6.26,broken clouds
448,Betafo,MG,46.85,-19.8333,56.59,71,0,2.1,clear sky
449,Zeya,RU,127.2667,53.75,44.17,43,16,4.12,few clouds
450,‘Āhuimanu,US,-157.8378,21.4447,89.31,62,40,13.8,scattered clouds
451,Le Vauclin,MQ,-60.8388,14.5452,82.45,78,90,13.8,overcast clouds
452,Muroto-misakicho,JP,134.15,33.2833,80.64,61,0,7.16,clear sky
453,Tall Kayf,TR,41.0667,37.0833,77.97,28,93,7.45,overcast clouds
454,Barraute,CA,-77.6328,48.4335,52.07,83,100,2.75,overcast clouds
455,Severomuysk,RU,113.4267,56.1481,26.83,69,98,3.47,overcast clouds
456,Viedma,AR,-62.9967,-40.8135,45.19,54,9,20.36,clear sky
457,Forrest City,US,-90.7898,35.0081,71.46,87,82,9.53,broken clouds
458,Flinders,AU,150.8552,-34.5833,74.37,56,44,5.99,scattered clouds
459,Bermeo,ES,-2.7215,43.4209,77.13,57,100,28.74,light rain
460,Riyadh,SA,46.7219,24.6877,78.94,15,62,3.51,broken clouds
461,Pangai,TO,-174.35,-19.8,75.49,84,100,25.3,overcast clouds
462,Prince Albert,CA,-105.7677,53.2001,57.15,38,90,5.75,overcast clouds
463,Rundu,NA,19.7667,-17.9333,63.66,17,98,4.99,overcast clouds
464,Porto Belo,BR,-48.5531,-27.1578,67.98,49,100,4.7,moderate rain
465,Rancharia,BR,-50.8931,-22.2292,67.12,91,100,9.44,overcast clouds
466,San Luis,AR,-66.3356,-33.295,49.39,19,0,14.07,clear sky
467,Vitré,FR,-1.2058,48.1178,55.22,99,100,4.29,light rain
468,Beyneu,KZ,55.2,45.3167,47.01,33,0,6.49,clear sky
469,Lüderitz,NA,15.1594,-26.6481,54.99,71,0,23.94,clear sky
470,Yatou,CN,122.3833,37.15,76.51,78,99,20.45,overcast clouds
471,Deputatsky,RU,139.9,69.3,20.37,81,15,3.94,few clouds
472,Praia,CV,-23.5087,14.9215,79.34,78,20,10.36,few clouds
473,Gračac,HR,15.8547,44.3006,53.38,89,0,2.26,clear sky
474,Minsk,BY,27.5667,53.9,46.15,74,99,9.78,overcast clouds
475,Vrangel',RU,133.0839,42.7297,63.99,70,100,11.27,overcast clouds
476,Akdepe,TM,59.3788,42.0551,42.89,47,89,8.43,overcast clouds
477,Caucaia,BR,-38.6531,-3.7361,81.03,75,20,13.8,few clouds
478,Bambanglipuro,ID,110.2833,-7.95,81.7,65,82,9.71,broken clouds
479,Laguna,US,-121.4238,38.421,88.23,29,1,3.44,clear sky
480,Vitim,RU,112.5578,59.4511,36.5,66,99,3.0,overcast clouds
481,Mount Isa,AU,139.5,-20.7333,98.37,10,1,13.8,clear sky
482,Winchester,GB,-1.3187,51.0651,52.92,93,100,5.3,overcast clouds
483,Ylöjärvi,FI,23.5961,61.5563,44.8,91,0,6.91,clear sky
484,Bollnäs,SE,16.3946,61.3482,52.12,98,100,8.86,overcast clouds
485,Naryan-Mar,RU,53.087,67.6713,35.85,80,100,9.48,overcast clouds
486,Lata,PT,-8.3327,40.1629,67.05,93,100,12.19,overcast clouds
487,Cacahuatepec,MX,-99.6106,16.8861,77.7,91,59,1.61,broken clouds
488,Road Town,VG,-64.6167,18.4167,84.2,70,100,17.38,overcast clouds
489,Saint Anthony,US,-93.218,45.0205,67.24,94,90,1.99,overcast clouds
490,Bucerías,MX,-105.3333,20.75,79.63,82,68,3.31,broken clouds
491,Agirish,RU,63.0231,61.9247,28.29,84,26,5.39,scattered clouds
492,Stokmarknes,NO,14.9108,68.5646,55.49,87,100,9.44,light rain
493,Wexford,IE,-6.4575,52.3342,48.58,77,12,17.81,few clouds
494,Roebourne,AU,117.1333,-20.7833,80.64,23,5,10.78,clear sky
495,Evensk,RU,159.2333,61.95,38.41,94,97,8.93,overcast clouds
496,Azángaro,PE,-70.2167,-14.9167,49.05,57,25,3.36,scattered clouds
497,Gonzales,US,-90.9201,30.2385,75.97,98,1,0.0,clear sky
498,Hastings,GB,0.5729,50.8552,55.78,91,100,11.52,moderate rain
499,Ploemeur,FR,-3.4333,47.7333,55.85,98,75,0.0,light rain
500,Jinchang,CN,102.1739,38.4953,51.91,24,100,17.36,overcast clouds
501,Monze,ZM,27.4833,-16.2833,74.16,50,96,4.83,overcast clouds
502,Springfield,US,-93.2982,37.2153,68.88,93,9,1.99,clear sky
503,Marsá Maţrūḩ,EG,27.2453,31.3525,73.6,60,20,8.05,few clouds
504,Plouzané,FR,-4.6167,48.3833,53.78,94,75,3.44,moderate rain
505,Ambilobe,MG,49.05,-13.2,64.22,80,81,4.47,broken clouds
506,Esplanada,BR,-37.945,-11.7961,69.91,98,21,4.27,few clouds
507,Korsholm,FI,21.6822,63.1142,44.89,93,0,8.05,clear sky
508,Tucupita,VE,-62.051,9.0622,74.12,95,100,4.59,overcast clouds
509,Owase,JP,136.2,34.0667,79.84,41,0,5.08,clear sky
510,Vila Velha,BR,-40.2925,-20.3297,78.75,78,75,11.5,broken clouds
511,St. George's,GD,-61.7485,12.0564,83.88,79,20,13.8,few clouds
512,Benguela,AO,13.4055,-12.5763,68.81,85,39,2.06,scattered clouds
513,Qinggang,CN,126.0833,46.6833,59.58,75,98,16.22,light rain
514,Luebo,CD,21.4167,-5.35,69.31,98,98,0.38,light rain
515,College,US,-147.8028,64.8569,35.58,95,90,3.44,light snow
516,Lichinga,MZ,35.2406,-13.3128,66.29,59,0,13.8,clear sky
517,Corinth,GR,22.9573,37.9407,65.75,68,5,4.56,clear sky
518,Bonavista,CA,-53.1147,48.6499,56.12,84,48,9.37,scattered clouds
519,Khovd,MN,91.6419,48.0056,35.31,32,2,4.36,clear sky
520,North Bay,CA,-79.4663,46.3168,62.94,99,90,5.01,mist
521,Gizo Government Station,SB,156.8419,-8.103,83.19,75,23,5.3,light rain
522,Vostok,RU,135.8833,46.4856,47.19,50,100,5.21,overcast clouds
523,Porto Seguro,BR,-39.0647,-16.4497,75.72,88,40,6.91,scattered clouds
524,Kudahuvadhoo,MV,72.8944,2.6708,83.07,73,32,12.88,scattered clouds
525,Saint-Marc-des-Carrieres,CA,-72.0491,46.6834,51.39,100,19,0.0,few clouds
526,Arman',RU,150.1667,59.7,45.27,65,79,7.36,broken clouds
527,Batagay,RU,134.6333,67.6333,29.46,61,12,0.67,few clouds
528,Muisne,EC,-80.0333,0.6,74.64,87,100,11.36,light rain
529,Abhā,SA,42.5053,18.2164,62.85,45,0,0.0,clear sky
530,Naze,JP,129.4833,28.3667,83.32,64,0,17.49,clear sky
531,Zunyi,CN,106.9072,27.6867,77.4,63,6,15.68,clear sky
532,Hirara,JP,125.2833,24.8,85.86,65,20,14.97,few clouds
533,Al Bardīyah,LY,25.0865,31.7561,70.05,62,11,9.6,few clouds
534,Nuuk,GL,-51.7216,64.1835,38.88,66,6,10.0,clear sky
535,Bālurghāt,IN,88.7667,25.2167,82.06,80,33,4.61,scattered clouds
536,San Jose,US,-121.895,37.3394,88.88,35,1,11.5,clear sky
537,Antalaha,MG,50.2788,-14.9003,67.73,85,52,5.86,broken clouds
538,Cao Bang,VN,106.25,22.6667,79.7,79,97,3.78,overcast clouds
539,Ngunguru,NZ,174.5,-35.6167,66.16,74,100,14.56,overcast clouds
540,Waipawa,NZ,175.5153,-41.4122,56.3,57,100,1.21,overcast clouds
541,Iqaluit,CA,-68.5145,63.7506,31.73,86,1,0.0,clear sky
542,Ushtobe,KZ,77.9838,45.2514,42.78,54,58,3.62,broken clouds
543,Whyalla,AU,137.5833,-33.0333,67.89,45,40,17.27,scattered clouds
544,Olinda,BR,-34.8553,-8.0089,78.53,83,75,5.75,broken clouds
545,Korla,CN,86.1469,41.7597,51.15,40,100,16.6,overcast clouds
546,Novy Urengoy,RU,76.6333,66.0833,28.87,86,99,13.06,overcast clouds
547,Bundaberg,AU,152.35,-24.85,83.21,57,0,7.0,clear sky
548,Otradnoye,RU,30.8181,59.7775,44.04,95,15,4.74,few clouds
549,Sarany,RU,58.8833,58.5,27.0,97,56,3.8,broken clouds
550,Qingdao,CN,120.3719,36.0986,76.6,83,0,13.42,clear sky
551,Coxim,BR,-54.76,-18.5067,83.95,52,100,2.21,overcast clouds
552,Tabuny,RU,78.7896,52.7773,34.09,79,99,8.19,overcast clouds
553,Tucson,US,-110.9265,32.2217,86.38,32,20,0.0,few clouds
554,Markala,ML,-6.0659,13.7021,78.66,68,26,8.43,scattered clouds
555,Labuhan,ID,112.2051,-6.8844,85.32,58,100,7.34,overcast clouds
556,Mayo,US,-76.5119,38.8876,70.56,90,1,1.01,clear sky
557,Dhāri,IN,71.0167,21.3333,76.39,91,94,3.89,overcast clouds
558,Kousséri,CM,15.0306,12.0769,73.36,73,24,3.44,few clouds
559,Muriwai Beach,NZ,174.45,-36.8167,63.93,64,100,10.67,overcast clouds
560,Vilcún,CL,-72.2333,-38.65,36.32,97,54,0.78,broken clouds
561,Margate,GB,1.3862,51.3813,56.03,86,100,1.99,moderate rain
562,Toro,CO,-76.0814,4.6117,74.08,97,93,2.59,overcast clouds
563,Skellefteå,SE,20.9528,64.7507,48.99,68,90,1.99,overcast clouds
564,Wasilla,US,-149.4394,61.5814,38.43,89,90,3.44,light rain
565,Birkeland,NO,8.2323,58.3309,54.95,94,75,14.97,moderate rain
566,Bilma,NE,12.9164,18.6853,80.89,21,0,7.27,clear sky
567,Bandar-e Lengeh,IR,54.8807,26.5579,86.58,77,93,13.22,overcast clouds
568,Sibu,MY,111.8167,2.3,79.11,88,20,8.01,few clouds
569,Tessalit,ML,1.0114,20.1986,86.29,14,97,4.97,overcast clouds
570,Vilyuysk,RU,121.6247,63.7553,36.75,54,17,2.53,few clouds
571,Camaná,PE,-72.7111,-16.6228,61.99,84,54,10.76,broken clouds
572,Kisangani,CD,25.2,0.5167,67.51,99,100,0.76,overcast clouds
573,Christchurch,NZ,172.6333,-43.5333,62.8,45,100,16.11,overcast clouds
574,Skjervøy,NO,20.9714,70.0311,50.97,79,68,12.91,broken clouds
575,Salinópolis,BR,-47.3561,-0.6136,80.19,77,53,11.74,broken clouds
576,Srednekolymsk,RU,153.6833,67.45,27.82,75,95,15.52,overcast clouds
577,Santa Cruz Cabrália,BR,-39.0247,-16.2781,75.43,88,40,6.91,scattered clouds
578,Champasak,LA,106.0,14.75,79.68,71,63,2.13,broken clouds
579,Chernyshevskiy,RU,112.4714,63.0128,34.72,66,96,3.24,overcast clouds
580,Kurdzhinovo,RU,40.9552,43.9884,45.39,75,47,3.69,scattered clouds
581,Snina,SK,22.151,48.9886,50.25,92,18,3.74,few clouds
582,Basoko,CD,23.616,1.2391,68.65,95,99,2.57,overcast clouds
583,Zamānia,IN,83.5667,25.4333,77.49,86,29,2.44,scattered clouds
584,Harar,ET,42.1258,9.3094,59.2,80,10,0.92,clear sky
585,Balkhash,KZ,74.9804,46.844,38.01,52,40,11.18,scattered clouds
586,Manggar,ID,108.2667,-2.8833,82.99,71,94,6.44,overcast clouds
587,Tautira,PF,-149.15,-17.7333,84.22,77,11,13.04,few clouds
588,Semarang,ID,110.4203,-6.9932,84.13,70,20,2.3,few clouds
589,Sovetskiy,RU,63.5842,61.3614,29.03,84,30,6.62,scattered clouds
590,Kromy,RU,35.7667,52.6876,39.74,84,0,5.32,clear sky
591,Honningsvåg,NO,25.9704,70.9821,49.66,82,92,24.58,overcast clouds
592,Rocha,UY,-54.3333,-34.4833,53.53,78,100,7.18,overcast clouds
593,Becerril,CO,-73.2793,9.7041,75.45,90,100,4.47,overcast clouds
594,Khartoum,SD,32.5324,15.5518,84.02,27,100,15.19,overcast clouds
595,Kloulklubed,PW,134.2556,7.0419,83.68,75,68,10.02,broken clouds
596,Marquette,US,-87.6335,46.5333,62.76,94,65,2.51,broken clouds
597,Jalu,LY,21.5482,29.0331,67.35,59,0,8.57,clear sky
598,Faya,SA,42.4509,18.3851,63.12,30,100,4.21,overcast clouds
599,High Rock,BS,-78.2833,26.6208,73.42,59,2,19.26,clear sky
600,Sistranda,NO,8.834,63.7256,53.91,74,87,16.04,overcast clouds
601,São João da Barra,BR,-41.0511,-21.6403,74.01,92,83,5.41,broken clouds
602,Tura,IN,90.2201,25.5198,76.91,93,70,4.09,moderate rain
603,Salta,AR,-65.4117,-24.7859,73.99,53,40,5.75,scattered clouds
604,Östersund,SE,14.6357,63.1792,48.61,86,100,1.99,overcast clouds
605,Plettenberg Bay,ZA,23.3716,-34.0527,48.11,73,47,9.28,scattered clouds
606,Sīwah,EG,25.5195,29.2041,70.14,59,0,5.79,clear sky
607,Ambanja,MG,48.45,-13.6833,69.94,70,68,3.74,broken clouds
608,Lipetsk,RU,39.5708,52.6031,40.42,76,14,4.72,few clouds
609,Salina,US,-97.6114,38.8403,65.25,86,1,3.0,clear sky
610,Lumphat,KH,106.9816,13.4878,81.43,83,100,3.42,overcast clouds
611,Jumla,NP,82.1838,29.2747,60.75,77,10,2.39,clear sky
612,Bartica,GY,-58.6167,6.4,79.12,89,43,3.04,scattered clouds
613,Gayéri,BF,0.4931,12.6497,80.91,54,83,7.76,broken clouds
614,Japura,ID,102.35,-0.3167,80.26,77,100,1.41,overcast clouds
615,Karligan,PH,122.0456,14.975,83.34,81,100,12.91,light rain
616,Gushi,CN,109.5843,34.6425,75.56,81,100,6.44,moderate rain
617,Tshela,CD,12.9333,-4.9833,73.29,90,98,2.57,overcast clouds
618,Nyimba,ZM,30.8149,-14.5566,74.25,45,2,3.91,clear sky
619,Donskoye,RU,41.9741,45.4552,50.85,59,100,17.67,overcast clouds
620,Catuday,PH,119.8062,16.2923,83.14,71,30,7.2,scattered clouds
621,Porto-Novo,BJ,2.6036,6.4965,80.42,93,15,4.09,light rain
622,Bilibino,RU,166.4372,68.0546,26.38,94,100,3.31,light snow
623,Zapolyarnyy,RU,30.8136,69.4154,51.08,89,100,17.98,overcast clouds
624,Iiyama,JP,138.3667,36.85,80.76,46,0,1.01,clear sky
625,Cururupu,BR,-44.8683,-1.8283,75.65,88,12,3.87,few clouds
626,Betong,TH,101.0723,5.7743,81.21,72,100,1.32,overcast clouds
627,Potsdam,DE,13.0657,52.3989,60.49,89,100,12.44,overcast clouds
628,Kollam,IN,76.6,8.8833,78.67,88,84,6.6,light rain
629,Cooper City,US,-80.2717,26.0573,82.42,73,20,3.0,few clouds
630,Hermiston,US,-119.2895,45.8404,70.02,55,27,2.3,scattered clouds
631,Harper,LR,-7.7169,4.375,77.27,84,96,5.17,light rain
632,Livezi,RO,23.8167,44.85,41.68,67,2,3.51,clear sky
633,Oktyabr'skiy,RU,53.471,54.4815,44.53,92,100,3.27,overcast clouds
634,Zyryanka,RU,150.85,65.75,31.57,69,96,7.47,overcast clouds
635,Sterling,US,-77.4286,39.0062,68.13,90,1,3.0,clear sky
636,Aswān,EG,32.907,24.0934,74.5,43,0,11.5,clear sky
637,Gambo,CF,22.2633,4.6482,66.92,99,100,1.5,overcast clouds
638,San Miguel de Tucumán,AR,-65.2226,-26.8241,71.6,53,29,8.05,scattered clouds
639,Novikovo,RU,37.8879,51.1537,42.3,86,6,4.88,clear sky
640,Seoul,KR,126.9778,37.5683,74.77,64,63,4.61,broken clouds
641,Saint-Louis,SN,-15.0,16.3333,85.5,54,85,4.36,overcast clouds
642,Cape Canaveral,US,-80.6048,28.4058,81.99,75,20,4.61,few clouds
643,Encs,HU,21.1333,48.3333,45.7,85,5,1.83,clear sky
644,Beaverlodge,CA,-119.4361,55.2166,49.35,45,7,15.03,clear sky
645,Ternate,ID,127.4,0.8,83.91,70,100,6.13,overcast clouds
646,Shanhecun,CN,127.2,44.7,59.07,80,100,20.24,overcast clouds
647,Görele,TR,39.0031,41.0308,62.04,91,100,3.44,light rain
648,San Isidro,PE,-77.05,-12.1167,62.19,78,90,1.01,overcast clouds
649,Alma,CA,-71.6491,48.5501,51.06,100,89,1.14,overcast clouds
650,Bandarbeyla,SO,50.8122,9.4942,78.13,84,71,21.79,broken clouds
651,Sakakah,SA,40.2064,29.9697,76.57,35,0,8.03,clear sky
652,Namatanai,PG,152.4333,-3.6667,86.18,64,88,3.22,overcast clouds
653,Pasni,PK,63.471,25.2631,81.48,75,55,3.11,broken clouds
654,Atherton,GB,-2.4935,53.5237,48.15,95,0,1.99,clear sky
655,Lorengau,PG,147.2712,-2.0226,86.27,62,66,4.65,broken clouds
656,Ekhabi,RU,142.9671,53.5102,49.87,53,48,17.81,scattered clouds
657,Conceição do Araguaia,BR,-49.2647,-8.2578,73.2,87,79,6.22,broken clouds
658,Wattegama,LK,81.4808,6.7989,74.32,80,54,3.22,broken clouds
659,Shahr-e Bābak,IR,55.1186,30.1165,63.63,28,100,4.12,overcast clouds
660,Doaba,PK,70.7364,33.4244,74.68,75,0,2.48,clear sky
661,Isa Khel,AF,68.8443,36.6702,59.49,34,0,2.64,clear sky
662,Karangampel,ID,108.4519,-6.4622,83.93,60,16,3.98,few clouds
663,Lethem,GY,-59.7968,3.3803,79.92,69,28,5.28,scattered clouds
664,Neuquén,AR,-68.0591,-38.9516,51.69,37,0,17.27,clear sky
665,Granadilla de Abona,ES,-16.576,28.1188,72.86,81,0,2.3,clear sky
666,Marsh Harbour,BS,-77.0636,26.5412,80.94,57,6,17.38,clear sky
667,Loa Janan,ID,117.095,-0.583,86.5,67,75,3.04,broken clouds
668,Kerrville,US,-99.1403,30.0474,73.67,94,1,0.0,clear sky
669,Pandan Niog,PH,120.5631,6.2282,83.84,72,95,7.07,overcast clouds
670,Whitehorse,CA,-135.0538,60.7161,41.77,56,75,11.99,broken clouds
671,Cochrane,CA,-114.4687,51.1834,60.04,45,1,14.97,clear sky
672,Warrington,GB,-2.5802,53.3925,47.86,93,0,1.99,clear sky
673,Marystown,CA,-55.1483,47.1666,57.85,100,69,7.38,broken clouds
674,Genhe,CN,121.5167,50.7833,42.04,46,100,9.24,overcast clouds
675,Guaranésia,BR,-46.8025,-21.2992,67.96,80,89,2.15,overcast clouds
676,Vestmannaeyjar,IS,-20.2734,63.4427,42.31,77,97,27.78,overcast clouds
677,Granger,US,-86.1257,41.7481,70.75,92,100,10.36,moderate rain
678,Villa Carlos Paz,AR,-64.4978,-31.4241,55.89,36,43,7.0,scattered clouds
679,Jacareacanga,BR,-57.7528,-6.2222,72.0,98,100,2.15,overcast clouds
680,Gigmoto,PH,124.39,13.7796,82.29,84,100,4.59,heavy intensity rain
681,Simpsonville,US,-82.2543,34.7371,71.82,89,1,4.61,clear sky
682,Abu Samrah,SY,37.1841,35.3029,67.33,80,0,9.55,clear sky
683,Manta,EC,-80.7333,-0.95,71.38,83,90,17.27,overcast clouds
684,Derzhavīnsk,KZ,66.3167,51.1,43.56,91,100,5.68,overcast clouds
685,Russell,US,-85.1999,32.3502,76.23,89,1,0.0,clear sky
686,Bonham,US,-96.1783,33.5773,78.31,69,75,0.0,broken clouds
687,Along,IN,94.7667,28.1667,75.81,92,85,0.67,overcast clouds
688,Keetmanshoop,NA,18.1333,-26.5833,49.12,76,0,4.9,clear sky
689,Rengasdengklok,ID,107.2981,-6.1592,86.13,61,13,4.76,few clouds
690,Itaituba,BR,-55.9836,-4.2761,72.37,99,97,0.87,overcast clouds
691,Westport,US,-73.3579,41.1415,68.95,83,78,1.99,broken clouds
692,Kargasok,RU,80.8572,59.0556,31.3,96,96,1.59,overcast clouds
693,Colac,AU,143.5833,-38.3333,69.01,65,91,9.62,moderate rain
694,Forsytheganj,BY,29.7333,52.6333,41.65,78,84,6.73,broken clouds
695,Nouadhibou,MR,-17.0347,20.931,73.38,73,97,8.05,overcast clouds
696,Chauk,MM,94.8167,20.8833,80.35,82,100,8.9,overcast clouds
697,Banes,CU,-75.7186,20.9625,79.29,76,87,8.79,overcast clouds
